Quote,Author
"The meaning of life lies in two major areas: your personal perfection and service to other people. You can serve while you are moving toward perfection, and you can move toward perfection by serving people.",Leo Tolstoy
"When I talk of moving toward perfection, I mean moving from a material to a spiritual plane, a plane of goodness, without time or death.",Leo Tolstoy
"Only one step lies between a five-year-old child and a man of my age. Between a newborn baby and a five-year-old child lies a huge distance. Between a fetus and a newborn baby lies an abyss; and between nonexistence and a fetus lies not only an abyss, but a gulf that surpasses comprehension.",Leo Tolstoy
"From childhood to death, humans, no matter their lot in life, should strive to grow to get closer and closer to the spiritual life. Strive to learn what God wants, and your life will become filled with freedom and joy.",Leo Tolstoy
"God is in all of us, and it is possible for all of us to find and understand him there.",Leo Tolstoy
To know yourself is to discover the good that lies within.,Leo Tolstoy
"If you are going through a hard time, work harder to understand God; as soon as you understand Him, all difficult things will become easy, and you will feel love and joy.",Leo Tolstoy
"If a person does not feel a divine force within himself, this does not mean that a divine force does not exist in him, but that he has not yet learned how to recognize it.",Leo Tolstoy
"If there are people and there is God, then there are relationships between God and people. These relationships are changing with time, and mankind’s religious conceptions are constantly evolving, constantly improving, becoming more clear and easily understood with the passage of time.",Leo Tolstoy
"Religious conscience of mankind is not rigid, it is changing all the time, becoming purer and clearer.",Leo Tolstoy
God is spirit and part of this spirit lives inside me and gives sense to my life.,Leo Tolstoy
"There is much good to be learned from the Koran, from the Buddhists, from Confucius, from the Old Testament, from the Indian Upanishads, and from the New Testament. But the closer a religious thinker or philosopher is to us in time, the more he can help us draw from these teachings in the light of our present-day lives.",Leo Tolstoy
The past no longer exists; the future has not yet come; there is only the present. And only in the present can the divine nature of the free human soul be manifested.,Leo Tolstoy
"If you want to do a good deed, do it now. The time will pass, and you will not have the chance again.",Leo Tolstoy
"The meaning of life is revealed to those who are ready to accept the things which will be revealed. And it is he who has already decided that he will accept the truth as it is, and not the truth itself, which will change the way of life he has been accustomed to.",Leo Tolstoy
"Who am I? What should I do? What should I believe in and what should I hope for?All of philosophy is in these questions, said the philosopher Lichtenberg. But among all these questions, the most important one is that which is in the middle. If a person knows what he should do, he will understand everything which he should know.",Leo Tolstoy
"The real meaning of life is not possible to embrace, if you are looking for the universal meaning of life. And at the same time it is so simple that it can be explained to fools and to infants when what to know is what you should do as an individual.",Leo Tolstoy
"When you approach a man, you should think not about how he can help you, but how you might serve and help him.",Leo Tolstoy
"We have the necessary law for all our actions, and this law cannot be restricted by any power. The fulfillment of this law is possible even in prison, and under the threat of tortures and death.",Leo Tolstoy
"Look for a kind life which is in harmony with the will of God, and then you will fulfill the duty of your life.",Leo Tolstoy
"In the same way as the storm troubles and muddies the waters, so too passions trouble our souls and interfere with our understanding of this life.",Leo Tolstoy
"Real power is not in momentary desires, but in complete calmness.",Leo Tolstoy
"Complete outer calmness is impossible. But when there are some calm periods, we should appreciate them and make them last longer. This is the time when useful thoughts appear; they become stronger and guide us in life.",Leo Tolstoy
Make sure that you do not gossip about your brother.,Leo Tolstoy
"Time passes, but the words which you say will remain.",Leo Tolstoy
To stop your tongue from talking too much is a sign of great virtue.,Leo Tolstoy
"If you think that it is necessary to judge your neighbor, then say this looking directly into his eyes, and say this in such a way that you do not create animosity.",Leo Tolstoy
Conscience is the understanding of the divine beginning which lives in us.,Leo Tolstoy
"You cannot fight with the requirements of conscience. These are the rules of God, and it is better to submit to them.",Leo Tolstoy
"If the foundations of our life were not of the same nature in all of us, then we would not be able to explain to each other those feelings of compassion which we really experience.",Leo Tolstoy
"There are many people who are more unhappy than you. This message cannot be a roof under which you may live, but it will be enough of a roof under which you may hide from storms.",Leo Tolstoy
"Real compassion begins only when you put yourself in the place of those who suffer, and you feel real suffering.",Leo Tolstoy
A person can understand his purpose in the same way as he understands his dignity. Only a religious person can understand his purpose in life.,Leo Tolstoy
"The freedom of a person is a great thing, and even the freedom of a whole nation begins from the freedom of a single individual.",Leo Tolstoy
"You should respect freedom in yourself, and in your neighbor, and in all people.",Leo Tolstoy
Only he who understands himself as a spiritual being can understand the spiritual dignity of other people. Such a person will not lower himself with any act which is not worthy of a spiritual person.,Leo Tolstoy
"For the moral, spiritual life, the importance of things is measured not by their material value, but by their level of goodness.",Leo Tolstoy
"The majority of people want to do something unusual and difficult in order to improve their lives, but they would be better to purify their wishes, and improve their inner selves.",Leo Tolstoy
"To move yourself from the material to the spiritual means to do only spiritual things. My material body pulls my inner self to itself, but I try to separate my spiritual self from the material body. Though I use my body, I live within my spiritual life, which is my real life.",Leo Tolstoy
Real religion cannot be opposed to intellect.,Leo Tolstoy
"In order to understand the truth, you should not suppress your intellect. On the contrary, you should purify your intellect, exercise it, and intellectually try and test everything which we can possibly put to the test.",Leo Tolstoy
"Those things which we call happiness and those which we call unhappiness are useful for us, especially when we see them as opportunities to try ourselves.",Leo Tolstoy
"The legend about the wandering Jew who was suffering the punishment of eternal life is very true. In the same way, there is a legend about a man who was punished by being given a life without any suffering.",Leo Tolstoy
"There is nothing more important than an example. It leads us to do good deeds which would be impossible without this example. Therefore, if we use dissipated or passionate or cruel people as examples, it destroys our soul. The contrary is also true.",Leo Tolstoy
"Those who do not think independently are under the influence of somebody else who thinks for them. If you give your thoughts to somebody else, it is a more shameful slavery than if you give your body to someone to possess.",Leo Tolstoy
"If you desire to follow someone as an example, as many other people do, first stop and think whether it is worthwhile to follow this general example.",Leo Tolstoy
Evil influence can be destroyed only by good influence. And the way to receive a good influence is to have a good life.,Leo Tolstoy
A sense of self-importance so high that it surpasses all limits is a mental illness calledmania grandiosa.,Leo Tolstoy
"People think that self-sacrifice violates your freedom. Those people do not know that sacrifice gives us complete freedom, and frees us from ourselves, from the slavery of our dissipation.",Leo Tolstoy
"Our passions are the most terrible tyrants, and we can be the slave of them. Only self-sacrifice can free us from this slavery.",Leo Tolstoy
"If you teach others how many insects exist in this world, or when you look at the spots on the sun, or when you write an opera or a novel—we do these things for different purposes. But to teach people goodness is done only for the purpose of self-sacrifice, service to others, and you cannot express this teaching without self-sacrifice. Christ gave his life on the cross for a great purpose, not in vain. And a sacrifice or suffering is never in vain, and it will triumph over everything.",Leo Tolstoy
Nothing can interfere with the growth of truth in the world: nothing except the wish to save old prejudices.,Leo Tolstoy
Humanity slowly but ceaselessly moves forward to the better and better understanding of the meaning of this life.,Leo Tolstoy
Among the most terrible lies of all is to teach false faith to children.,Leo Tolstoy
"Disrespect for traditions has not caused even one thousandth part of the great evil which was caused by the old prejudices, traditions, customs, and institutions which should not exist at present.",Leo Tolstoy
"A man who considers himself the master of his own life can never be humble, because he thinks that he has no obligation to anyone. The man who considers service to God to be the purpose of his life is always humble, because he feels that he has never fulfilled his obligations.",Leo Tolstoy
,Leo Tolstoy
"A deed done only to achieve glory is always bad, no matter what consequences it has. A deed motivated equally by the desire to achieve goodness and to achieve glory is indifferent. A deed is truly good only when its motivation is to fulfill the law of God.",Leo Tolstoy
"If you care too much about being praised, in the end you will not accomplish anything serious. People have different values. You may say, “I want good people to value me,” but you know you will respect only those who praise your actions.",Leo Tolstoy
"Let the judgments of others he the consequence of your deeds, not their purpose.",Leo Tolstoy
"To live only for God, you should do good works which no one will ever discover. Do so, and you will experience a special joy.",Leo Tolstoy
"There is only one real law, the law of God, which is the same for all of mankind. Human law can be valid only when it is in harmony with the law of God.",Leo Tolstoy
The first and most difficult obstruction to the fulfillment of the law of God is the fact that our society’s existing laws are completely opposed to this law.,Leo Tolstoy
"In order to study the most important questions of life, everyone should destroy the prejudices and lies which were created by previous centuries in relation to all serious questions in life.",Leo Tolstoy
"The law of God contradicts human law. So what should we do? Should we hide the law of God and proclaim human law? People have done this for almost nineteen centuries, and the contradiction becomes stronger and stronger. There is only one solution: to replace the existing laws with the law of God.",Leo Tolstoy
"Debates conceal the truth more often than they reveal it. Real truth should be revealed in solitude. When it is revealed, it becomes clear to you that you can accept it without any argument or discussions.",Leo Tolstoy
"He has power who can keep silent in an argument, even though he is right.",Leo Tolstoy
"The more urgently you want to speak, the more likely it is that you will say something foolish.",Leo Tolstoy
"Thought is the glorification of truth; therefore, bad thoughts are those which have not been thought through to the end.",Leo Tolstoy
"You cannot send away a bad thought when it appears in your mind, but you can create other thoughts which will weaken or destroy this bad thought. For example, I may imagine that your friend or neighbor has some drawback, and I may not be able to banish this thought, but when I concentrate on the thought that criticizing another person is bad because I am not perfect, and he has the same God within him as I have within me, then I cannot stop loving this person.",Leo Tolstoy
"Blaming your neighbor is harmful, both for you and for others.",Leo Tolstoy
"Yesterday at a party, when a guest said good-bye and departed, everyone who was left started to slander him. The same thing happened to the second person when he left, and to all the guests, one after another, as they left. The last guest said, “Let me stay here and spend the night. I saw that all the people who left suffered and I am afraid for myself.”",Leo Tolstoy
"I once met an old man who spoke very slowly, pausing for several seconds between his words. He did this because he was afraid to sin with his words.",Leo Tolstoy
"Let us forgive each other. If we can forgive each other, then we can live in peace.",Leo Tolstoy
"A word is an expression of thoughts; thoughts are the expression of divine force. Therefore, words should correspond to our true meaning. Speech can be indifferent, but it should not be an expression of evil.",Leo Tolstoy
"You can look at life as death, and death as an awakening.",Leo Tolstoy
"We ask the wrong question when we say, “What will happen after death?” When we speak about the future, we speak of time, but when we die, we leave time behind.",Leo Tolstoy
"We come to a right understanding of our life in relation to God in the same way we understand our relation to the world and to its things. Without conscience, we would never know anything about God.",Leo Tolstoy
"A good worker probably does not know the details of the life of his master. Only a lazy worker tries to do nothing except find out more about his master’s way of life, tastes, and preferences in order to please him. The same is true of a person’s attitude to God. It is important to accept Him as your master and to know what He wants you to do. I may never know the answers to the questions “What is He?” and “How does He live?” I will never find out because I am not equal to Him. I am His worker, not His master.",Leo Tolstoy
"Every person understands God in different ways, but people fulfill His will in the same way.",Leo Tolstoy
Self-admiration is the beginning of pride. Pride is dissipated self-admiration.,Leo Tolstoy
"The most important thing in life is the path to perfection, and what kind of perfection can exist if a person is proud and satisfied with himself?",Leo Tolstoy
"From the first moment the members of a religious gathering said, “The Holy Spirit is among us,” when they claimed theirs the highest authority above all other authorities, when they accepted the results of their own meditation as more worthy than the divine spark that exists in every person (that is, the intellect and the conscience), from this time, a great lie originated, a lie which deceives the bodies and souls of many people, which has destroyed millions of human beings, and which continues its terrible work.",Leo Tolstoy
"If there is a true church, the people who are inside it cannot see it from the outside.",Leo Tolstoy
"Moral perfection is the impossible goal, but moving to it is the law of human life.",Leo Tolstoy
"Some people say, “Man is selfish, greedy, and dissipated, and cannot be kind to other people.” This is not true. We can be good. Feel in your heart the kind of person you should be; this feeling will give you power.",Leo Tolstoy
"A woman accidentally dropped a precious pearl into the sea, and she started to scoop ocean water with a spade, one cup after another. A sea-sprite came to her and said, “When will you stop scooping up water?” The woman said, “When I have taken all the water from the sea, and retrieved my pearl from the bottom.” Then the sea-sprite retrieved the pearl and returned it to her.",Leo Tolstoy
"Outer consequences are not in oar power to control; it is only possible to make an effort, and inner consequences always follow from our effort.",Leo Tolstoy
"The land is the general and equal possession of all humanity, and therefore cannot be the property of individuals.",Leo Tolstoy
The possession of land as property is one of the most unnatural crimes there is. We cannot see the horror of this crime because in our world it is accepted as law.,Leo Tolstoy
"Self-perfection should be one’s primary motivation. If you are truthful to yourself, you will never be satisfied with yourself.",Leo Tolstoy
Those who live life in perfection look only forward; those who have stopped moving forward look back on their achievements.,Leo Tolstoy
Dissatisfaction is a necessary condition of intellectual life. It is only this dissatisfaction that pushes you to work.,Leo Tolstoy
The most important knowledge is that which guides the way you lead your life.,Leo Tolstoy
"It is harmful to eat if you are not hungry. It is even worse to have sex if you lack desire. But even more harmful is to try to think when you do not wish to, or to be engaged in meaningless intellectual activity. Many people do so when they want to improve their position.",Leo Tolstoy
"What is important in knowledge is not quantity, but quality. It is important to know what knowledge is significant, what is less so, and what is trivial.",Leo Tolstoy
The joy of wealth is inconstant.,Leo Tolstoy
"For those who live a spiritual life, wealth is not only unnecessary but uncomfortable. It stops the development of one’s real life.",Leo Tolstoy
"Faith answers those questions to which the intellect cannot find answers, but which must be asked.",Leo Tolstoy
"We have only one sinless guide, a universal spirit which gets into all of us though we are all individuals, and which gives us the urge to do all that is necessary. The same spirit which exists in a tree and pushes it to grow straight and to produce seeds exists in us, urges us to be closer to God, and brings us closer to each other.",Leo Tolstoy
"When a person is alive, he believes; the closer his faith is to the truth, the happier his life. The further from the truth his faith is, the more unhappy he is.",Leo Tolstoy
Without faith he does not live; he dies a premature death or else kills himself.,Leo Tolstoy
"We suffer from the past, and we spoil our future because we neglect the present.",Leo Tolstoy
The best the future can offer is dreams. There is only one thing which really exists: the present.,Leo Tolstoy
"There is no past and no future; no one has ever entered those two imaginary kingdoms. There is only the present. Do not worry about the future, because there is no future. Live in the present and for the present, and if your present is good, then it is good forever.",Leo Tolstoy
"If you have difficult times, if you suffer from the loss of loved ones or from fears about the future, remember that life exists only in the present and direct all your thoughts and memories to this present. All your anguish about the past and your worries about the future will disappear, and you will feel freedom and happiness.",Leo Tolstoy
"You cannot measure good by either the feeling of need or sacrifice, but only by the communication with God which is established between the giver and the receiver.",Leo Tolstoy
"All people become closer, more or less, to one of two opposite limits: one is life only for oneself, and the other is life only for God.",Leo Tolstoy
"We do good only when we do not notice what we do, when we forget ourselves and live only in others.",Leo Tolstoy
"A material evil done by a person does not return to the evildoer, but the evil feeling which was created by the sinful deed will fester in his soul and sooner or later make him suffer.",Leo Tolstoy
There is no material goodness which can restore the soul after the damage done by the evil which you create.,Leo Tolstoy
Remember: Those who suffer through to the end will be saved. Very often a person becomes desperate or even stops in his purpose when only a small effort is needed to achieve it.,Leo Tolstoy
Persecution and suffering are the necessary conditions of the fulfillment of Christian law. Persecution is precious because it reveals whether a person lives with real faith.,Leo Tolstoy
"Do not seek love in other people, and do not complain about the absence of their love for you. Some people love wrong, not right; therefore, try to please God, rather than people.",Leo Tolstoy
There is no deed in this life so impossible that you cannot do it. Your whole life should be lived as an heroic deed.,Leo Tolstoy
"I am the tool with which God works. My virtue is to participate in this work, and I can do so if I keep the instrument which is given to me, namely my soul, in immaculate condition.",Leo Tolstoy
"All things, even the most complicated things, become simple and clear if you separate them from other people and place them before God for judgment.",Leo Tolstoy
"Other than our service to God, all our actions, whether we consider them important or not, are completely trivial. We may not know what the consequences of our actions will be, but we know what we should do.",Leo Tolstoy
"The more busy you are with the improvement of your inner life, the more active you become in social life, helping other people.",Leo Tolstoy
"Never build, but always plant: in the case of the first, nature will interfere and destroy the creation of your work, but in the case of the second, nature will help you, causing growth in everything you planted. The same thing happens in your spiritual life: those things which are in harmony with the eternal laws of human nature will grow, but those things which correspond to the temporal wishes of people will not.",Leo Tolstoy
"The question of life’s meaning is a difficult problem which cannot be solved. So, too, is the question, “Why did God send us into this world?” But the meaning of life becomes very simple when a person asks himself, “What shouldIdo?”",Leo Tolstoy
"Your life may be cut short at any time; therefore, your life should have a deep purpose, a significance that will not depend on whether it is short or long.",Leo Tolstoy
"There is only one way, if you want to live without understanding the meaning of your life: to become addicted to tobacco, alcohol, and drugs, and to live in the world of permanent entertainment.",Leo Tolstoy
"This world is not a joke but rather a place for a trial, a way station to a better, eternal world. Our purpose is to make it a better and more joyous place to live, for those who live with us and those who come after us.",Leo Tolstoy
"Our soul’s perfection is our life’s purpose; any other purpose, keeping death in mind, has no substance.",Leo Tolstoy
"Helping others takes the form not only of physical aid, but of spiritual support for your neighbor. Stop blaming your neighbor and respect his human dignity.",Leo Tolstoy
He is virtuous who does not pay any attention to libel and evil speech.,Leo Tolstoy
"Try not to hide the shameful memories of your sins in dark corners. On the contrary, keep them close to you and remember them, before you judge your neighbor.",Leo Tolstoy
"War is murder. No matter how many people get together to commit murder or what they call themselves, murder is the worst sin in the world.",Leo Tolstoy
"The majority of people now understand not only the uselessness, but also the stupidity and cruelty of any war.",Leo Tolstoy
"Until such time as people reject the power of government to govern, to tax, to legislate, and to punish, war will never stop. War is the consequence of the government’s power.",Leo Tolstoy
"Just as one candle lights another and can light thousands of other candles, so one heart illuminates another heart and can illuminate thousands of other hearts.",Leo Tolstoy
"Good books are a good influence. Good art is a good influence. Prayer is an influence as well. But the strongest influence is the example of a good life. A good life becomes a blessing for people, not only for those who live good lives but those who can see, know, and understand such lives.",Leo Tolstoy
Beware of groups of people who are harmful for your soul. Try to avoid them. You should praise good company and seek it.,Leo Tolstoy
"If a passion embraces you, you should remember that this passionate desire is not a part of your soul, but a dark covering which shuts out the true qualities of your soul.",Leo Tolstoy
"As soon as you feel passion, try to feel in yourself the understanding of your divine nature. As soon as you perceive that your divine nature is inactive and that you are possessed by passions, fight with these passions.",Leo Tolstoy
"Life is not destroyed, only changed, by death.",Leo Tolstoy
"Faith in the eternity is given to us not in meditation, but in life.",Leo Tolstoy
"It is not reasoning which will convince you of the necessity of life after death, but example: when you walk very close to a person, hand in hand, and this person disappears into an abyss,over there, stop in front of the abyss and try to look within it.",Leo Tolstoy
The level of fear you feel about death is the level of your understanding of life.,Leo Tolstoy
"The less you fear death, the more you possess freedom, tranquillity, and an understanding of the greatness of your spirit and the joy of life.",Leo Tolstoy
The understanding of eternity is part of the nature of the human soul.,Leo Tolstoy
A word is an action.,Leo Tolstoy
"Your enemies can be more useful to you than your friends, because your friends can often pardon your weaknesses, but your enemies notice them and attract your attention to them.",Leo Tolstoy
Do not neglect the opinion of your enemies.,Leo Tolstoy
Never is there a single instance when a lie can be justified.,Leo Tolstoy
"When a humble person forgets himself, he is united with God.",Leo Tolstoy
"The more humble a person is, the freer and stronger be is.",Leo Tolstoy
"A woman does not differ from a man in her chief mission. This mission is to serve God. The difference is in the method of this service. Though the mission of a woman’s life is the same as that of a man’s life and the service to God is fulfilled by the same means, namely love, for the majority of women the method of this service is more specific than for men. This is the birth and upbringing of new workers for the Lord throughout life.",Leo Tolstoy
"It is not usually husbands who choose their wives, but wives who choose their husbands. In order to find a better father for her children, a woman must know good and evil. Therefore, women should have a good education first of all.",Leo Tolstoy
There is nothing more natural for a woman than self-sacrifice. Nothing can be more unpleasant in her than selfishness.,Leo Tolstoy
"“Do not kill”: these word refer not just to the killing of a person, but to the killing of anything which is alive. This commandment was written in the people’s hearts even before it was heard on Mt. Sinai.",Leo Tolstoy
"Whatever arguments they use against vegetarianism, men cannot prevent themselves from feeling compassion and disgust at killing sheep, cows, or chickens. Most people would rather stop eating meat than kill these animals themselves.",Leo Tolstoy
"The more people become educated and the more our population grows, the more people will move from eating animals to eating plants.",Leo Tolstoy
"The stupidity, lawlessness, and harm, both physical and moral, of meat eating is so clear that meat eating is not supported by reasoning but by old traditions and prejudices. We should not even argue about the absence of logic in eating meat; it is self-evident.",Leo Tolstoy
Art is the activity whereby a person makes a conscious attempt to use the particular means at his disposal to transmit his feelings to others so that they feel them as intensely as he does.,Leo Tolstoy
"In a true creation of art, there is not only no border between the work of art and the artist, but also between the work and the other people who experience it. The major attraction of real art lies in this unification.",Leo Tolstoy
A new work of art should bring a new emotion in our life.,Leo Tolstoy
Emerson said that music helps people to find the greatness in their souls. The same can be said about any form of art.,Leo Tolstoy
"Contemporary artists and scholars do not fulfill and cannot fulfill their destinies, because they have transformed their duties into their rights.",Leo Tolstoy
"It is not said by chance that the essence of divine law is to love God and your neighbor. Neighbors come and go, but God exists always. Therefore, a man can fulfill this law when he is alone in a desert, or when he is in prison. He can love God and God’s manifestations even in his thoughts, memories, and imagination.",Leo Tolstoy
"Remember that the spirit of God exists in every person, the same spirit that gives you life. Therefore you should not only love but respect the soul of every person as a holy place.",Leo Tolstoy
"Do not do anything, either among others or alone, which is opposed by your conscience.",Leo Tolstoy
"Beyond his duty to his neighbor, every person has an obligation to himself, as to the Son of God.",Leo Tolstoy
"The longer mankind exists, the more liberated it becomes from prejudice and the more clearly it perceives the law of life.",Leo Tolstoy
Do not be afraid of the way your intellect calls into question old stories and legends. The pure intellect cannot destroy anything without replacing it with the truth: this is one of its essential qualities.,Leo Tolstoy
We have misconceptions not because we think illogically but because we live our lives badly.,Leo Tolstoy
"The fight between the spiritual and material inner nature goes on in everyone. Thus, all people have misconceptions, and many will always mistake them for the truth.",Leo Tolstoy
"To feed the hungry, to clothe the naked, to visit the ill in the hospital—these are acts of mercy, but there is one charitable deed which cannot be compared to them: to free your brother from misconception.",Leo Tolstoy
"Life consists of numerous invisible, imperceptible changes, changes that began at birth and end with death. It is not possible for us humans to observe them all.",Leo Tolstoy
Death is a change to a form with which our spirit is united. You should not confuse the form with those things with which it is united.,Leo Tolstoy
"It seems so easy to fulfill the law of God that is expressed in the Christian teaching, but we are still so far from this fulfillment!",Leo Tolstoy
,Leo Tolstoy
"Man’s purpose is to serve all mankind, not to serve only one man while doing harm to others.",Leo Tolstoy
"For a Christian, the love of one’s motherland can be an obstacle to the love of one’s neighbor.",Leo Tolstoy
Patriotism is not a virtue. Sacrificing your life for an institution which embodies prejudice cannot be your duty.,Leo Tolstoy
"People do many bad things for selfish reasons; they do worse things for their families. But they do the worst in the name of patriotism, and they are made proud by these crimes: spying, unduly heavy tax collecting, sacrificing lives, and waging wars.",Leo Tolstoy
Loving your country and loving your family are both virtues that can become vices when they become overwhelming and damage your love for your neighbor.,Leo Tolstoy
"One of the worst things possible is to follow the rule: “Be like everyone, follow the crowd.”",Leo Tolstoy
"There is no evil in the world itself. All evil exists in our souls, and can be destroyed.",Leo Tolstoy
Nothing is more joyful than the labor of a farmer tilling the soil.,Leo Tolstoy
"Working on the land and making your own bread isn’t necessary for all people, but no type of work is more important for humanity, and no type of work offers a greater degree of independence and good.",Leo Tolstoy
Kindness defeats everything and can never be defeated.,Leo Tolstoy
"If a good action has an ulterior cause, then it is not truly good. If it expects reward, it is not truly good. Good things are beyond reason and consequence.",Leo Tolstoy
"We do good to people not in hope of reward, but because we see the divine spirit within everyone.",Leo Tolstoy
"The best and easiest way to thwart evil in this world is to respond to it with kind words, return an evil action with good.",Leo Tolstoy
True faith is faith only if the actions of your life are in harmony with it and never contradict it.,Leo Tolstoy
"We can never fully understand the final purpose of human life. A construction worker who works at a construction site can have no idea of the final form or general design of the large structure he builds, but he can know that he is working on something good, something beautiful, clever, and necessary, both for him and for the world. This is faith.",Leo Tolstoy
"Do not believe in words, yours or others’; believe in the deeds.",Leo Tolstoy
"Those who can raise their thoughts to heaven will always have clear days, because the sun always shines above the clouds.",Leo Tolstoy
"If you are gnawed by desire or fear you must not believe in God, who is filled with love, and who exists in you. If you believe in Him, you know that you need not wish for anything because the wishes of God always come true; and you need never be afraid of anything, because God fears nothing.",Leo Tolstoy
"Whatever may happen to you, you will never be unhappy if you understand your unification with God.",Leo Tolstoy
Only misconceptions need to be supported by elaborate arguments. Truth can always stand alone.,Leo Tolstoy
"A person cannot be completely truthful all the time, because different forces and aspirations fight within him, and sometimes he cannot express them, even to himself.",Leo Tolstoy
"Misconceptions exist only for a finite period of time, but real truth remains as it always was, after all tricks, sophisms, and lies have withered away.",Leo Tolstoy
"Learn what to do, think, and say the truth at all times. Only when you start to learn this can you understand how far we are from real truth.",Leo Tolstoy
Lies are always harmful to all living things.,Leo Tolstoy
No person is without sin; no person is completely truthful. It is not that one person is virtuous and truthful and another is sinful and deceitful; rather it’s that one person strives to move toward truth and virtue and the other does not.,Leo Tolstoy
Only the spread of love between people can improve the existing social structure.,Leo Tolstoy
Love gives meaning to human life. This we have known since antiquity. But what is love? Many wise people throughout the ages have tried to solve this question.,Leo Tolstoy
"Only one clear quality marks an action as either good or evil: If it increases the amount of love in the world, it is good. If it separates people and creates animosity among them, it is bad.",Leo Tolstoy
"The time is coming, a time of concord, harmony, forgiveness, and love. Depend on it. We must do everything in our power to bring this time closer, and to stop those things which delay its arrival.",Leo Tolstoy
"Our understanding of ourselves as discrete beings separate from each other grows out of conditions of our life in time and space. The less we feel this separation, the more we feel our unification with all other living creatures, the lighter our load, and the more joyful our life will be.",Leo Tolstoy
"We manifest in love our understanding of the unity of our being with others, and in so doing we make our life greater. The more we love, the wider, larger, and more joyful our life becomes.",Leo Tolstoy
"Mankind moves ceaselessly toward perfection, not of every person’s accord, but through the efforts that some particular individuals make toward their personal perfection. The kingdom of God will be created by these individual efforts.",Leo Tolstoy
"We hear often that there is no use in working to improve our life, to fight evil, or to establish justice, because progress will occur by itself. Imagine that a boat floats along a river. Imagine that those who have sat by the oars and rowed tirelessly have stopped and gone ashore; and that the travelers who remain in the boat do not bother to take up the oars and push the boat further, but think that it will travel by itself, as before, into the future.",Leo Tolstoy
"Every person should make a small effort, even the smallest effort, to improve the general well-being of humanity.",Leo Tolstoy
Real goodness is in your hands. It follows a good person as a shadow follows its object.,Leo Tolstoy
"The greater the effort a person makes to achieve pleasure, the less possible it is for him to possess real goodness, or love.",Leo Tolstoy
They who say that doing good causes them unhappiness either don’t believe in God or aren’t doing something that is truly good.,Leo Tolstoy
"The real purpose of Christianity is obvious to all, and it is stronger than the lies which try to pervert it.",Leo Tolstoy
"I see a new religion based on mutual trust, which appeals to our deepest selves, and which teaches that a person should love goodness without reward, and that the divine exists in everyone.",Leo Tolstoy
"Do not think that you will personally see the coming of the kingdom of God. But have no doubt that it will come soon: it is coming closer and closer, without hesitation.",Leo Tolstoy
"At the highest level of consciousness, an individual is alone. Such solitude can seem strange, unusual, even difficult. Foolish people try to escape it by means of various dissipations in order to get away from this high point, to some point lower, but wise people remain at this high point, with the help of prayer.",Leo Tolstoy
"God wants us to fulfill his will here on earth, in our lives. But life’s interests and passions distract us from this every minute. When we understand this, we can gird ourselves with the physical expression of our attitude to God, prayer.",Leo Tolstoy
"A personality is a limitation and, therefore, God, as we understand Him, is not a personality. Prayer is our address to God and yet how can we address one who has no personality? I address God as if He were a person, though I know it is not so.",Leo Tolstoy
"A person buried in a deep mine, freezing from the cold in deep ice, dying from hunger alone on the open sea, wasting away in solitude in a prison cell, or simply dying at home, deaf and blind—how could this person live out the remainder of his life if prayer did not exist?",Leo Tolstoy
"One can live without prayer either when he is possessed by his passions or when his life is completely dedicated to God. But for a person who is fighting his passion and yet far from fulfilling his duty, prayer is a necessary condition of life.",Leo Tolstoy
"Nothing seems to check the notion that the way to improve civilization is affected by changing its outer forms. This notion is false, and draws the activity of too many people away from effort that truly can improve our lives.",Leo Tolstoy
"When we accept false and violent laws and submit to them, we can neither establish truth nor combat lies in this world.",Leo Tolstoy
Wisdom is understanding how eternal truth can be applied to life.,Leo Tolstoy
"Socrates was the first who brought philosophy from heaven, distributed it among the people, and enticed them to study the science of life, human morals, and the consequences of good and evil.",Leo Tolstoy
"Science is seldom connected with wisdom. A scholarly person knows many unnecessary things. A wise person knows few things, but all that he knows is necessary both for humanity and for himself.",Leo Tolstoy
"The goodness given to us by wisdom compares to all other knowledge in the same way that in a desert, a vessel filled with water compares to mountains of gold.",Leo Tolstoy
"Starting from early childhood, as we age we feel the growth of our spiritual power and the diminution of our physical power.",Leo Tolstoy
"The growth of our physical energy prepares us for spiritual work, for serving God and mankind; this work starts when our body begins to fade away.",Leo Tolstoy
Grow spiritually and help others to do so; it is the meaning of life.,Leo Tolstoy
"Terrible is the situation of those who cannot perceive spiritual growth in themselves. They can see only physical life, which will disappear in time.",Leo Tolstoy
"When you understand your spiritual being and live with it, then instead of despairing you understand the joy that can never be destroyed, which always grows.",Leo Tolstoy
"Kindness and virtue come from the heart, and should be performed without thought for the opinion of others, or of future rewards.",Leo Tolstoy
"Virtue and charity start at home. If you have to go somewhere to display it, then it is not virtue.",Leo Tolstoy
"Assistance given to the poor by the rich is too often just a gesture of politeness, not real charity.",Leo Tolstoy
"Charity is good only when it comes as a sacrifice; only then do those who receive the material gift receive the spiritual gift too. If it is not a sacrifice but a discharge of excess, it can only irritate those who receive it.",Leo Tolstoy
"Childhood is the period in which underlying convictions are formed. Therefore, the most important part of education is the selection of the things of which a child should be convinced.",Leo Tolstoy
Talking and reasoning does not even have one thousandth the influence a true example has. All lessons about how to behave are worthless when children see the opposite in real life.,Leo Tolstoy
