Quote,Author,Book Title
"If all knowledge were good, then pursuit of every sort of knowledge would be useful. But many false meditations are disguised as good and useful knowledge; therefore, be strict in selecting the knowledge you want to acquire.",Leo Tolstoy,
We can improve this world only by distributing the true faith among the world’s people.,—GIUSEPPE MAZZINIA society cannot live without a united faith and purpose. All social activity cannot really improve our social life if it is not based on the foundations established by religion.,
"Christianity in its pure and sincere form works like dynamite: it blows up old mountains and opens up new, limitless horizons.",Leo Tolstoy,
"If you see that some aspect of your society is bad, and you want to improve it, there is only one way to do so: you have to improve people. And in order to improve people, you begin with only one thing: you can become better yourself.",Leo Tolstoy,
"Blaming other people is always wrong, because no one knows what has happened and happens in the soul of another person.",Leo Tolstoy,
"We often make judgments about other people. We call one person kind, the other stupid, the third evil, the fourth clever. But we should not do so. A man changes constantly; he flows like a river, and every new day he differs from what he was before. He was stupid and became clever; he was evil and became kind at heart; and so on. You cannot judge another person. The moment you blame him, he becomes someone different.",Leo Tolstoy,
"If you want to correct your failings, you do not have the time to waste in blaming other people.",Leo Tolstoy,
"I know of myself that I do not wish to do evil. If I do evil, it is because I cannot restrain myself. It is the same with other people: they usually do evil because they cannot restrain themselves from evil. Therefore, why do I think badly of other people? Why should I blame them?",Leo Tolstoy,
"The creation of the world would have been a very bad act were it right for rich people to live off the work of the poor, and yet think that they were the benefactors.",Leo Tolstoy,
The pleasures of the rich are often acquired by the tears of the poor.,Leo Tolstoy,
"Wealth is created by the concentration of human labor; usually one people produce labor, and others concentrate it. This is called “the division of labor” by contemporary wise people.",Leo Tolstoy,
"There is something wrong with the creation of this world, because the rich people think that they are the benefactors of the poor, but in fact those rich are fed and dressed by the work of these poor and live in luxury created for them by the poor.",Leo Tolstoy,
Those who live according to the will of God cannot be sensitive to the judgments of other people.,Leo Tolstoy,
"It is not good to hide your bad deeds, but it is even worse to flaunt them in the open and to be proud of them.",Leo Tolstoy,
"To feel shame in the company of other people is good, but it is even better to experience shame when you are alone with yourself.",Leo Tolstoy,
"Do not hide any thing from other people when they ask you, but do not boast about bad things if you are not asked about them.",Leo Tolstoy,
"You can hide some things from other people, but you cannot hide anything from God.",Leo Tolstoy,
Live your life in such a way that you neither hide nor have a wish to display your life to people.,Leo Tolstoy,
"We know our life as it exists only here, in this world; therefore, if our life is to have any meaning, it should be here in this world.",Leo Tolstoy,
"Real life is found only in the present. If people tell you that you should live your life preparing for the future, do not believe them. We live in this life, and we know this life only, and therefore all our efforts should be directed toward the improvement of this life. Not your life in general but every hour of this life should be lived in the best way you know how.",Leo Tolstoy,
"This world, only this world, is the place of our work, and all our forces, all our efforts, should be directed toward this life.",Leo Tolstoy,
"If truth makes our life easier, then it is better to accept the truth than to hide from it. Our life can be changed, but the truth cannot be changed: it will always remain the truth, and it will expose us.",Leo Tolstoy,
"Seek the truth: it always shows us what we should do, what we should not do, and what we should stop doing.",Leo Tolstoy,
"The earth, the air, and the sun belong to all of us; they cannot be made objects of property.",Leo Tolstoy,
Those who own land in amounts larger than that which is needed to feed their own families can be treated as being guilty of causing the poverty of many other people.,Leo Tolstoy,
"Only the person who fulfills God’s law can understand God. The more closely he fulfills God’s law, the better he understands God.",Leo Tolstoy,
"There is not a single believer who from time to time has not had some hesitations about the existence of God. But these moments of hesitation are not harmful. On the contrary, they lead us to a better understanding of God.",Leo Tolstoy,
Seeking God with your soul is a process that has limitless sides and aspects.,Leo Tolstoy,
"Jews consider it a sin to state the name of God aloud. They are right: God is spirit, and every name is material and not spiritual.",Leo Tolstoy,
"During our lives we help each other: sometimes we help other people, sometimes we are helped by others. But the world is formed so that usually some people mostly help others, and some mostly receive their help.",Leo Tolstoy,
"As you acquire objects, and you use them, you should keep in mind that they are the products of people’s work. When you damage or destroy these objects, you damage or destroy the toil, and this part of the life, of other people.",Leo Tolstoy,
"Help should be mutual. Moreover, those who accept help and assistance from their brothers should pay them back, not only with money, but with love, respect, and gratitude.",Leo Tolstoy,
The most important change that can occur in a person’s life is a change in his faith.,Leo Tolstoy,
"Individuals die, but the wisdom they have obtained in their lives does not die with them. Mankind keeps all this wisdom, and a person uses the wisdom of those who lived before him. The education of mankind reminds me of the creation of the ancient pyramids, in that everyone who lives puts another stone in the foundation.",Leo Tolstoy,
"It is a big mistake to think that faith is immutable, that it does not change over generations. The longer mankind exists y its faith becomes simpler and stronger. And the simpler and stronger our faith becomes, the better we live.",Leo Tolstoy,
"If you believe that faith is the same for all times and that it cannot be changed, you might just as well believe that those fairy tales and proverbs and children’s stories which your grandmother told you when you were a small baby are real, and that you ought to believe in them all your life.",Leo Tolstoy,
"The more a person believes in God, the less he is afraid of other people.",Leo Tolstoy,
Those who fear people do not fear God; those who fear God do not fear people.,Leo Tolstoy,
"He who is not afraid of anything, and who is ready to give his life for a righteous cause, is much stronger than he whom other people fear and who has the lives of other people in his power.",Leo Tolstoy,
Look for the better men among those who are despised.,Leo Tolstoy,
"Do what you think is necessary, and do not expect reward. Remember that a stupid person is a bad judge of clever deeds.",Leo Tolstoy,
"You want to save yourself from the power of other people—give yourself to the power of God. If you see yourself as being in the power of God, then people cannot do anything to you.",Leo Tolstoy,
"Wisdom can be achieved by inner work, through solitary communication with yourself; it also can be achieved when you communicate with other people.",Leo Tolstoy,
"Real love is not in words but in deeds, and only love can give you real wisdom.",Leo Tolstoy,
"When you are in company, do not forget what you have found out when you were thinking in solitude; and when you are meditating in solitude, think about what you found out by communicating with other people.",Leo Tolstoy,
"If sometimes you feel that in spite of all your wishes to gain triumph over your passions, they gain victory over you, do not think that you cannot conquer them at all. You have only proven that you weren’t able to this one time. A good groom does not drop his reins when he cannot stop his horses at once but tries again to pull the reins, and eventually the horses stop. So if you could not resist the temptations once, continue your fight, and in the end not your passion but you will gain the victory.",Leo Tolstoy,
"Try to be the master over greed, sloth, lechery, and rage.",Leo Tolstoy,
"Abstention cannot be achieved at once, but it should be a process, and a constant effort. The life of a person who makes this effort is directed not to the calming of his passions but to the mastery of them.",Leo Tolstoy,
Time and persistence help you in these efforts.,Leo Tolstoy,
"The truth is not only a joy, it is an instrument in conflict much more powerful than violence.",Leo Tolstoy,
"If you have parted from a person, and he was not satisfied with you, or did not agree with you when you were right, he is not to blame, but probably it is you who are to blame, because you were not kind enough with this man.",Leo Tolstoy,
"To repent means to show your vices and weaknesses to all. Repentance means taking responsibility for all of the bad things you have done, purifying your soul, and preparing to accept goodness.",Leo Tolstoy,
"When a kind man does not accept his mistakes and tries always to justify himself, he becomes an unkind man.",Leo Tolstoy,
"Do you have qualities which can be criticized and improved? Try to admit that this is so, and to find these qualities out by yourself.",Leo Tolstoy,
A man will always understand his sins as well as his limits in this limitless world.,Leo Tolstoy,
"Science can be divided into an infinite number of disciplines, and the amount of knowledge that can be pursued in each discipline is limitless. The most critical piece of knowledge, then, is the knowledge of what is essential to learn and what isn’t.",Leo Tolstoy,
Beware of false knowledge. All evil comes from it.,Leo Tolstoy,
"Knowledge is limitless. Therefore, there is a minuscule difference between those who know a lot and those who know very little.",Leo Tolstoy,
"The only real life is one lived close to God. This does not happen by itself; you must make an effort to make this happen, and this effort will bring you joy.",Leo Tolstoy,
"Spiritual effort and the joy that comes from understanding life go hand in hand like physical exertion and rest. Without physical exertion, there is no joy in rest; without spiritual effort, there can be no joyful understanding of life.",Leo Tolstoy,
"When I die, only one of two things can happen: either this essence which I understand as myself will transform into a different being, or I will stop being a separate individual and become a part of God. Either possibility is good.",Leo Tolstoy,
Death is the destruction of this body with which I understand the world in this life. It is the destruction of the glass through which I look at the world. And we do not know whether this glass will be replaced by another; or whether the essence which looks through the window will integrate with the world. We cannot know this.,Leo Tolstoy,
"You should live your life so that you are not afraid of death, and at the same time do not wish to die.",Leo Tolstoy,
Life should and can be limitless joy.,Leo Tolstoy,
"Life in this world is not a vale of tears, not a trial, but a thing that surpasses our imagination. Life could be limitless joy, if we would only take it for what it is, in the way it is given to us.",Leo Tolstoy,
"A person’s unfriendly attitude to other people makes life unhappy, both for that person and for those who surround him. A friendly mood and loving attitude are as an oil which lubricates the wheels of life, making them move easily and smoothly.",Leo Tolstoy,
A truly wise man is always joyful.,Leo Tolstoy,
"The best way to live joyfully is to believe that life was given for joy. When joy disappears, look for your mistake.",Leo Tolstoy,
"It is difficult to avoid working in life without either sinning, committing violence, being a party to violence, or by flattering and pleasing the agents of violence.",Leo Tolstoy,
You will find that people unwilling to work will either take advantage of others or be humiliated by them.,Leo Tolstoy,
"People involve themselves in countless activities which they consider to be important, but they forget about one activity which is more important and necessary than any other, and which includes all other things: the improvement of their soul.",Leo Tolstoy,
"“Be perfect, as your Father in heaven is perfect.” This means that you should try to find the presence of the Holy Spirit in your soul.",Leo Tolstoy,
"To improve ourselves, to move toward that goal, perfection, that puts no less a demand on us for being unattainable, requires solitude, removal from the concerns of everyday life. And yet constant solitude renders self-improvement impossible, if not pointless. A balance must be struck between meditating in solitude and then applying this to your everyday life.",Leo Tolstoy,
"To repay evil with goodness is easier, wiser, and more natural than to repay evil with evil.",Leo Tolstoy,
Those who take joy in repaying an evil with goodness will always try to experience this joy again.,Leo Tolstoy,
"People think that if they call mass murder “war,” then mass murder will stop being a murder, a crime.",Leo Tolstoy,
"And because lawlessness is increased, most people’s love will grow cold.",Leo Tolstoy,
"Murder is always a crime, no matter whom, and how it is justified.",Leo Tolstoy,
Love of goodness and faith in immortality are inseparable.,Leo Tolstoy,
"We live in this world like a child who enters a room where a clever person is speaking. The child did not hear the beginning of the speech, and he leaves before the end; and there are certain things which he hears but does not understand. In the same way, the great speech of God started many, many centuries before we started learning, and it will continue for many centuries after we turn to dust. We hear only part of it, and we do not understand the biggest part of what we hear, but nevertheless, a bit vaguely, we understand something great, something important.",Leo Tolstoy,
"If you truly love goodness (God), then you cannot have doubts in your immortality.",Leo Tolstoy,
The holy spirit which exists in people is liberated more and more. This will change our existing world order.,Leo Tolstoy,
Real science shows us how to apply our religious faith to our outer Uves. Art shows us how to apply it to our feelings.,Leo Tolstoy,
"The more we understand our divine nature, the more its rules should be fulfilled in our actions.",Leo Tolstoy,
"Everything is connected more closely in the spiritual world than in the material world. Every lie brings multiple lies, every cruelty brings more cruelty.",Leo Tolstoy,
"Be attentive to the appearance of evil. There is an inner voice in your soul which always tells you about approaching evil You feel unpleasant, you feel ashamed. Believe in this voice; stop and seek to improve yourself, and then you will defeat evil.",Leo Tolstoy,
"At a certain level of self-awareness, a person understands something supernatural in himself.",Leo Tolstoy,
God exists only for those who look for Him. Start looking: you will find Him in you and yourself in Him.,Leo Tolstoy,
"It is surprising that I could not see a very simple truth: behind and above this world and our lives, there is someone who knows why this world exists and why we exist in this world. And our lives are as bubbles in boiling water, which appear, rise to the surface, pop, and disappear.",Leo Tolstoy,
"Just because a person does not understand God, he has no right to draw the conclusion that God does not exist.",Leo Tolstoy,
"We understand the divine, spiritual beginning of our life both with our intellect and with our love.",Leo Tolstoy,
"A man is wise who does three things: first, he does by himself those things which he advises others to do; secondly, he does not do anything that contravenes the truth; and thirdly, he is patient with the weaknesses of those who surround him.",Leo Tolstoy,
Investigate everything: believe only in those things which exist in accordance with intellect.,Leo Tolstoy,
"A clever person cannot be evil. A kind person is always clever. Improve your kindness by exercising your intellect, and improve your intellect by exercising your kindness and love.",Leo Tolstoy,
We cannot hope to obtain any sort of perfection in a society which is divided into two parts: rich people who rule the world and poor people who obey their orders.,Leo Tolstoy,
It is worse to be an oppressive master than an obedient slave. Excessive wealth is worse than poverty.,Leo Tolstoy,
"The consequences of our notions cannot be known to us, because they ripple outward limitlessly in a limitless world.",Leo Tolstoy,
Our most important actions are those consequences which we will not see.,Leo Tolstoy,
"If you can see all of the consequences of your actions, then your actions are of no use.",Leo Tolstoy,
"To accept the dignity of another person is an axiom. It has nothing to do with subduing, supporting, or giving charity to other people.",Leo Tolstoy,
The smallest detail can benefit the strengthening of character. Do not say that small details are not important; only a person with high morals can see their importance.,Leo Tolstoy,
"Some of the most religious people in Russia have an interesting habit: they make a low bow to persons to whom they are introduced for the first time. They say they do this to acknowledge the divine spirit that every person has within himself. This is not a widespread tradition, but its foundations are very deep.",Leo Tolstoy,
"A person should know that he performs true charity not in front of other persons, but before the eternal law of God.",Leo Tolstoy,
Christianity is the study of the divine beginning in a person.,Leo Tolstoy,
"Without the clear understanding of the meaning of one’s life, without faith, a person can at any minute deny good and start worshiping evil.",Leo Tolstoy,
A person cannot have complete understanding of the meaning of life. A person can only know its direction.,Leo Tolstoy,
"The essence of all religious teachings is love. What is special in Christianity is teachings about love, the clear and exact statement of the major condition of love: nonresistance to evil and violence.",Leo Tolstoy,
"If you want to be quiet and strong, work and improve your faith.",Leo Tolstoy,
"What is important is not the quantity of your knowledge, but its quality. You can know many things without knowing that which is most important.",Leo Tolstoy,
Ignorance in itself is neither shameful nor harmful. Nobody can know everything. But pretending that you know what you actually do not know is both shameful and harmful.,Leo Tolstoy,
"Vague and complex terminology was created by false scholars. Real, truthful knowledge does not need vague terms.",Leo Tolstoy,
A man who does not understand the benefit of suffering does not live a clever and true life.,Leo Tolstoy,
"Without suffering, spiritual growth cannot happen. Suffering often accompanies death, but suffering is also a useful, beneficial condition of life. It is said that God loves those who experience suffering.",Leo Tolstoy,
"A person who lives a spiritual life cannot help but see that suffering brings him closer to God. Seen in this light, suffering loses its bitter side and becomes bliss.",Leo Tolstoy,
"For a person who leads a spiritual life, self-sacrifice brings a bliss that far transcends the pleasure of a person who lives by the self-indulgent satisfaction of his animal passions.",Leo Tolstoy,
"Just as fire blows out candles, good deeds for the benefit of others destroy a selfish life.",Leo Tolstoy,
"The dark spot in the sunlight that falls on us is the shadow created by our own personalities. We live for ourselves only when we live for others. It may seem strange, but try it, and you will see it from your own experience.",Leo Tolstoy,
"In the future, the order of the social life of the Christian world will be changed by the replacement of violence and its fears with love and blessing.",Leo Tolstoy,
"It is a mistake to think that there are times when you can safely address a person without love. You can work with objects without love—cutting wood, baking bricks, making iron—but you cannot work with people without love. In the same way as you cannot work with bees without being cautious, you cannot work with people without being mindful of their humanity. It is the quality of people as it is of bees: if you are not very cautious with them, then you harm both yourself and them. It cannot be otherwise, because mutual love is the major law of our existence.",Leo Tolstoy,
You should live so that it is possible to create the kingdom of love on earth. You should live a life based not on violence but on love.,Leo Tolstoy,
The greatest knowledge is self-knowledge. He who understands himself will understand God.,Leo Tolstoy,
"A person can transform his personality, his inner self, from the domain of suffering and subduing into the domain which is always steady and joyful, that is, the domain of understanding his spiritual and divine essence.",Leo Tolstoy,
Real goodness is always simple.,Leo Tolstoy,
Simplicity is so attractive and so profitable that it is strange that so few people lead truly simple lives.,Leo Tolstoy,
"Every great thing is done in a quiet, humble, simple way; to plow the land, to build houses, to breed cattle, even to think—you cannot do such things when there are thunder and lightning around you. Great and true things are always simple and humble.",Leo Tolstoy,
No one looks less simple than those people who artificially strive to seem so. Artificial simplicity is the most unpleasant of all artificial things.,Leo Tolstoy,
In any struggle true bravery lies within those who know that God is their ally.,Leo Tolstoy,
"Whatever happens, do not lose faith. Nothing bad can happen to you as a human being.",Leo Tolstoy,
"Only a person who renounces his personality becomes truly powerful. As soon as one denies his personality, it is not he but God who acts through him.",Leo Tolstoy,
"Once upon a time, a Roman empress lost her precious jewelry. It was announced across the empire that whoever found her lost stones before thirty days would receive a big reward, but any who returned the jewelry after thirty days would be executed. Samuel, a Jewish rabbi, found the precious stones, but he returned them after thirty days had passed. “Have you been abroad?” the Roman empress asked him. “No, I was at home.” “Maybe you did not know what was proclaimed?” “No, I knew,” said Samuel. “Then why did you not return these things before the expiry of the thirty days? Now you have to be executed.” “I wanted to show you that I returned your lost jewelry, not because of fear of your punishment, but because of fear of God.”",Leo Tolstoy,
"A person can understand himself as a material or a spiritual being. When you understand yourself as a spiritual being, then you are free.",Leo Tolstoy,
"What is “love of God,” if it is not the effort to add part of yourself to the higher creative flow of energy in this world? Divine force exists in everything, but the greatest manifestation of it in this world is in humanity, and in order to put it to work, one must understand it and accept it.",Leo Tolstoy,
"If a person does not believe himself capable of doing the best things in the world, then he starts to create the worst things.",Leo Tolstoy,
The understanding of the existence of God is accessible to everybody; the complete understanding of the essence of God is not accessible to any person.,Leo Tolstoy,
"Live in God, live together with God, by understanding Him in you, and do not try to define Him with words.",Leo Tolstoy,
"A bad mood is often the reason for blaming others; but very often blaming others causes bad feelings in us: the more we blame others, the worse we feel.",Leo Tolstoy,
"One of our most common and widespread prejudices is that every person has a fixed, special characteristic, that there are kind people and evil, clever people and stupid people, and cold or hot people. But people are not like this; we can say about a person only that he is more often kind than evil, more often clever than stupid, more often cold than hot. We always divide people like this, but it is no less wrong.",Leo Tolstoy,
"If there is animosity between two people, both are to blame. Any number you multiply by zero, however big, will equal zero. If there is animosity, then, it is the animosity of two people toward each other, and it exists in both of them.",Leo Tolstoy,
"If you are living with another person, make an agreement that as soon as either of you starts to blame the other, you will end the argument.",Leo Tolstoy,
"Work is the necessary condition of happiness. First, favorite and free work; secondly, the physical work which arouses your appetite and afterward gives you tranquil and sound sleep.",Leo Tolstoy,
"Manual labor does not exclude intellectual activity, but improves its quality and even helps it.",Leo Tolstoy,
"Work is necessary. If you want a good disposition of your spirit, work until you become tired. But not too much. Not until you become exhausted. A good spiritual disposition can be destroyed by excessive work as well as by idleness.",Leo Tolstoy,
A person can fulfill his purpose in life equally as well in illness as in health.,Leo Tolstoy,
"If we meditate upon the existence of life after death, then all illnesses would seem to be taking us closer to the movement from one life to another, a transfer more desirable than undesirable. During these pains we can understand and explain for ourselves what will happen to us, and prepare for the new state of our next existence.",Leo Tolstoy,
"Usually people think that it is possible to serve God and humanity only when you are healthy. This is not true. Very often it is to the contrary. Christ served God and all mankind when he suffered on the cross, and even then he forgave those who killed him. Every person can do likewise. You cannot say which state is better, a healthy or ill state, in the service of God and humankind.",Leo Tolstoy,
"For yourself, and for yourself only, it is necessary to have health and power. But to serve God it is not necessary, and sometimes even the opposite is true.",Leo Tolstoy,
"Very often, when I have dealt with terminally ill people, I have learned that the most important thing is not hiding the approaching death from the patient, but on the contrary, explaining to him his own divine, spiritual nature, which grows in him and which cannot be destroyed by death.",Leo Tolstoy,
"Illnesses almost always destroy one’s physical power, and they release the power of one’s soul. For a person who concentrates his consciousness in the spiritual domain, illnesses do not diminish his goodness, but on the contrary, they increase it.",Leo Tolstoy,
It seems that it is impossible to live without discovering the purpose of your life. And the first thing which a person should do is to understand the meaning of life. But the majority of people who consider themselves to be educated are proud that they have reached such a great height that they cease to care about the meaning of existence.,Leo Tolstoy,
The real purpose of our existence is to understand this limitless life existing in this world.,Leo Tolstoy,
"A person may not know the purpose of his life, but he should knowhowto live.",Leo Tolstoy,
"A worker at a big plant may not necessarily know the purpose of his labor, but if he is a good worker, he should know how to do well what he should do.",Leo Tolstoy,
"Every living being has sensory organs which reveal to it its place in the world. For a human, the primary sense is the intellect.",Leo Tolstoy,
"If you do not know your place in the world and the meaning of your life, you should know that there is something to blame; and it is not the social system, or your intellect, but the way in which you directed your intellect.",Leo Tolstoy,
He who sees his life as a process of spiritual perfection does not fear external events.,Leo Tolstoy,
"People very often do not accept the truth, because they do not like the form in which the truth is presented to them.",Leo Tolstoy,
"One should avoid disputes; when afire becomes too big, it is difficult to quell it.",Leo Tolstoy,
"If you know the truth, or if you think that you know the truth, try to pass it on to the others, as simply as you can, along with the feeling of love for those persons to whom you pass it.",Leo Tolstoy,
The life of Jesus Christ is very important for us as an example of a life of one who could not see the fruits of his work during his lifetime.,Leo Tolstoy,
"Every person has only one purpose: to find perfection in goodness. Therefore, only that knowledge is necessary which leads us to this.",Leo Tolstoy,
"Every thought which is expressed by words is a force, and this force is limitless.",Leo Tolstoy,
"Truth expressed in words is the greatest force there is in the lives of people. We do not understand this force completely, because its consequences are never seen at once.",Leo Tolstoy,
"Use good thoughts of wise people; if you cannot create similar kind and wise thoughts, then at least do not distribute the false thoughts expressed by you and by others.",Leo Tolstoy,
"Religious teaching, that is, the explanation of the purpose and meaning of life, should be the basis of any education.",Leo Tolstoy,
"People think that it is no crime to lie to children, and that to lie to children is not really very wrong, but even sometimes necessary. But it is clear that with children you should be especially careful and honest about what you say to them.",Leo Tolstoy,
"Do not say to a child whom you teach that there is a final truth, if you do not believe in something completely, or if you have some doubts. To do such a thing is a great crime.",Leo Tolstoy,
Compassion for animals is so natural to us that we can become insensitive to their suffering and death only through traditions or hypnosis.,Leo Tolstoy,
"A person who tries to find good outside himself, either in this life or in the one to come, is making a mistake.",Leo Tolstoy,
Nothing can give a man strength when he is looking for salvation other than his own effort.,Leo Tolstoy,
There is nothing more attractive than humbleness and kindness. But you should not seek kindness which advertises itself.,Leo Tolstoy,
"A wise man was told that he was considered to be a bad person. He answered, “It is good that they do not know everything about me, because otherwise they could say worse things about me.”",Leo Tolstoy,
"Try to avoid making judgments about yourself, especially by comparing yourself with others. Compare yourself only with perfection.",Leo Tolstoy,
Life is constant change; it ought to consist of weakening the material and increasing the spiritual side of our existence.,Leo Tolstoy,
The kindness of a dove is not virtue. A dove is not more virtuous than an eagle. Virtue begins only when there is an effort.,Leo Tolstoy,
"We cannot stop on the way to self-perfection. As soon as you notice that you have a bigger interest in the outer world than in yourself, then you should know that the world moves behind you.",Leo Tolstoy,
"Only spiritual things exist in reality, and the material world is only an illusion.",Leo Tolstoy,
"If you want to save your soul, forget about your comfort.",Leo Tolstoy,
"Truly, only those things which are spiritual are real. Those things which can be seen and felt are only an illusion.",Leo Tolstoy,
"It seems to us that the most clear, understandable, and obviously existing things are not all there is. There is something else: unclear, unknown, contradictory, and nonexistent.",Leo Tolstoy,
"The moving force of all perfection, both for individuals and for whole nations, is not the understanding of what exists in this world, but the understanding of what can be achieved.",Leo Tolstoy,
"The weaker my hands, the more effort I should make to achieve perfection.",Leo Tolstoy,
“You must be as perfect as your father in heaven.”,Leo Tolstoy,
The perfection of the highest kindness is the goal for which all mankind strives. Christian learning about perfection is a tool for all mankind.,Leo Tolstoy,
"A person who sails far from the shore can see some shore-lines or cliffs. But when sailors go really far away from the shore, they can be guided only by the stars high up in the sky, and the compass which indicates their direction, and both these things are given to us.",Leo Tolstoy,
"No matter how low a person may fall, he will always be able to see that perfection toward which he should move.",Leo Tolstoy,
"Life is the constant approach to death; therefore, life can be bliss only when death does not seem to be an evil.",Leo Tolstoy,
"Remember, you do not live in the world, you only pass through it.",Leo Tolstoy,
Every person should decide questions of life and death for himself.,Leo Tolstoy,
"The intellect questions, how and why? The dove does not ask, it says: I am love. It gives satisfaction without asking questions.",Leo Tolstoy,
Fear nobody and nothing. That which is the most precious matter in you can be damaged by no one and by nothing.,Leo Tolstoy,
"Truth is not virtue, but the lack of vices.",Leo Tolstoy,
"The most common and the most widely used deceit is the wish to deceive not other people, but yourself. And this kind of life is the most harmful.",Leo Tolstoy,
One of the most common mistakes is to think that you can live without truth. The inner and outer consequences of even the smallest lies are usually more harmful than those small unpleasant things which result from telling the truth directly.,Leo Tolstoy,
Humanity has never lived and cannot live without religion.,Leo Tolstoy,
Religion is the necessity and prime condition of the life of an intellectual person.,Leo Tolstoy,
"The stronger the religious feeling is, the better one understands what is and what should be the guide of all one’s actions.",Leo Tolstoy,
"People often say that religion loses its power amidst humanity. This is not true, and this cannot be true. This happens because the people who think so observe only a small group of people, and there are always certain people who do not have religious feelings.",Leo Tolstoy,
"If a person has problems, there can he only one root cause: lack of faith. The same is true within human societies as a whole.",Leo Tolstoy,
"The greatest joy, according to the works of Francis Assisi, is that you can endure everything, you can even suffer slander and physical pain, and at the end you are able to feel no animosity toward these sufferings, but you feel joy, because you have faith; such joy cannot be destroyed, either by evil people or by your own suffering.",Leo Tolstoy,
"When they blame you and scold you and discuss you, then you should rejoice; when they praise you and admire you, then you should be sad.",Leo Tolstoy,
Libel and a false reputation which you can destroy is the best school of goodness.,Leo Tolstoy,
"The blaming and criticism of other people is bad. But at the same time it is understandable, and it is valuable as the only test of your love for God and your neighbor.",Leo Tolstoy,
"One cannot say that the understanding of the divine essence of your soul gives you power, for this understanding raises you to that level which transcends any notions of force or weakness and therefore of power.",Leo Tolstoy,
"Who can harm you, who can be more powerful than you, if you are united with God? And can do this.",Leo Tolstoy,
The foundation of all faiths is the same.,Leo Tolstoy,
"It only seems that people are busy with trade, with making agreements, negotiations and wars, science and the arts. There is in fact only one thing which people do; this is to search for the understanding of the moral law by which they live. And this understanding is not only the most important but the only real concern for all humankind.",Leo Tolstoy,
"When you clash with other people, remember the law of reciprocity. You should do to others those things which you want done to you. This should become your way of life.",Leo Tolstoy,
"For a person, for an animal, indeed for any living being, there is neither logic nor meaning in the word “freedom” because all our lives are limited by many constraints. And yet if a person understands himself as a spiritual being, he cannot even speak about not being free: the idea of not being free cannot be applied to the notions of intellect, conscience, and love.",Leo Tolstoy,
"Remember that your understanding of your inner self holds the meaning of your life, and it makes you free if you do not force it to serve your flesh. The human soul which is enlightened by understanding and freed from passions, and lit with the divine light, stands on a firm foundation.",Leo Tolstoy,
People who deny freedom remind me of blind people who deny colors. They do not know the nature of freedom.,Leo Tolstoy,
"In order to live in goodness, try doing it.",Leo Tolstoy,
"You should celebrate each new day with a good action, a good deed. This is the best way to start a new day.",Leo Tolstoy,
"When you do a good deed, be grateful that you have had the chance to do it.",Leo Tolstoy,
"If you cannot teach yourself to seek possibilities for doing good and to do good at every possible occasion, then at least do not miss a chance to do good.",Leo Tolstoy,
"The greatest changes in the world are made slowly and gradually, not with eruptions and revolutions.",Leo Tolstoy,
The same things happen in one’s spiritual life.,Leo Tolstoy,
All really great things are happening in slow and inconspicuous ways.,Leo Tolstoy,
"There is nothing more harmful for your inner perfection than the understanding that you are doing well. The way to happiness, the way to real moral improvement, moves so invisibly, so inconspicuously, that a person can see his successes only after great, lengthy periods of time.",Leo Tolstoy,
"If you think that you are moving toward perfection and you notice this, then you should know that you are mistaken, that you have stopped and are moving backward.",Leo Tolstoy,
"We should be satisfied with the small things in life. The less we need, the less trouble we can have.",Leo Tolstoy,
"Nature needs small things, but your imagination needs much.",Leo Tolstoy,
"The growth of your desires is not the way to perfection, as many people think. To the contrary, the more a person limits himself, the better he can understand his human dignity, and the more free, the more brave he becomes, and most importantly, the more capable of serving God and other people.",Leo Tolstoy,
Love is one of the manifestations of God in man.,Leo Tolstoy,
The purpose of life is to express love in all its manifestations.,Leo Tolstoy,
"In order to be happy, you should love—love with self-sacrifice, love all and everything, and spread a network of love everywhere. No matter who gets into this net, catch them all and fill them with love.",Leo Tolstoy,
"Everyone can recall a moment, universal to all, perhaps from early childhood, when you wanted to love everyone and everything—your father, your mother, your brothers, evil people, a dog, a cat, grass—and you wanted everyone to feel good, everyone to feel happy; and even more, you wanted to do something special so that everyone would be happy, even to sacrifice yourself, to give your life so that everyone should feel happy and joyful. This feeling is the feeling of love, and it must be returned to, for it is the life of every person.",Leo Tolstoy,
Anything you do should he filled with love.,Leo Tolstoy,
There is no worse harm for a person with a strong intellect than the temptation to make witty remarks that blame and mock his neighbors.,Leo Tolstoy,
"Making jokes and blaming and mocking others is like covering a dead body with a nice sauce and presenting it as a meal. Without the sauce, you would turn away, but with it, you find you can easily eat this distasteful meal.",Leo Tolstoy,
Never listen to those who blame others and speak well about you.,Leo Tolstoy,
"You have to think about what you say; only then will you feel quiet and kind and filled with love. The more you are irritated, the more excited you become, the more care you must exercise not to sin with your words by abusing others.",Leo Tolstoy,
"Christ’s greatest words were said immediately before his death, when he forgave his persecutors, who did not understand what they did. The words and actions of a dying person have great power over people, and thus it is important both to live a good life and to die in a good way. A good death takes away the sins of a bad life.",Leo Tolstoy,
"During the minutes of death, a person can see a candle, in the light of which he reads the book of a life filled with problems, lies, evils, and misfortunes. And, in the minutes of dying, this candle lights up all the world with a very bright and clear light, and brightens up all the corners of a person’s life, even those corners which were always covered with darkness; and then it makes some slight noise, and the light goes down and disappears forever.",Leo Tolstoy,
