Quote,Author,Book Title
"My children, if someone abuses you with words, do not pay much attention; be quiet at your prayer, and ask your friends to settle the dispute and find peace between you and those who have abused you.",the talmud,
"The man who cannot forgive destroys a bridge which he will have to cross, because every person needs forgiveness.",edward herbert,
"A deep river is not troubled if you throw a stone into it. If a religious person is hurt by criticism, then he is not a river but a shallow pool. Forgive others, and then you will receive forgiveness.",muslih-ud-dln saadi,
"And, behold, one came and said unto him, Good Master, what good thing shall I do, that I may have eternal life?…. Jesus said unto him, if thou wilt be perfect, go and sell that thou hast, and give to the poor, and thou shalt have treasure in heaven: and come and follow me.","matthew19:16, 21",
A rich person can be insensitive and completely indifferent to the woes of others.,the talmud,
If you wish to do no evil then there is not a single good deed which you cannot do.,chinese wisdom,
"Diogenes said, “A wise man becomes free when he is ready to die at any moment.” He wrote to the Persian king, “You cannot enslave truly free people, just as you cannot enslave a fish. You may capture them, but you cannot force them to serve; they prefer to die as captives. So, what would it profit you to imprison them?” This is a speech of a really free man, a man who recognizes his own freedom.",epictetus,
Death is one step in a continuous development.,theodore parker,
"Our last day does not bring destruction, only a change.",marcus tullius cicero,
"You should be in a hurry to do good works, even small ones, and to avoid sin. One good thing leads to another, and one sin causes another. The reward for virtue is virtue, and the punishment for vice is more vice.",the talmud,
"You seek the cause of evil, and it is only in yourself.",jean jacques rousseau,
"Every person has within himself the capability to understand the life of all humanity. This capability is hidden deep in the soul, but it exists, and sooner or later, a person will find it.",edward carpenter,
Real life starts with self-sacrifice.,thomas carlyle,
Do not allow yourself to be infected by the mood or spirit of those who abuse you; do not step onto their path.,marcus aurelius,
"The light of the body is the eye: therefore when thine eye is single, thy whole body also is full of light; but when thine eye is evil, thy body also is full of darkness. Take heed therefore that the light which is in thee be not darkness.",luke11:34-35,
A person filled with vanity is so involved with himself that there is no room inside him for anyone or anything else.,pan,
"As rules go, “You should behave just as other people behave” is among the most dangerous; it almost always results in your behaving badly.",jean de la bruyère,
When we praise other people it is because we think that they look like us; often to respect a person means to put him on the same level as oneself.,jean de la bruyère,
"Real virtue never looks back on its shadow, fame.",johann wolfgang von goethe,
"For the majority of mankind, religion is a habit, or, more precisely, tradition is their religion. Though it seems strange, I think that the first step to moral perfection is your liberation from the religion in which you were raised. Not a single person has come to perfection except by following this way.",henry david thoreau,
"Material results are the manifestations of unseen forces: an artillery shell that comes to us was shot from an unseen cannon at an unknown time. In the same way, all important events originate in a thought.",henri amiel,
Our actions are neither as good nor as vicious as our desires.,luc de vauvenargues,
Only when we use every minute of our life will we know that we are eternal.,harriet martineau,
"What you do, you possess. You must believe that eternal goodness exists that is within you, and that it grows and develops as long as you live.",ralph waldo emerson,
"You alone plan to commit a sin, you alone plan to do evil; and you alone can escape sin and purify your thoughts. Only your inner self can damn you, and only your inner self can save you.","dhammapada, a book of buddhist wisdom",
Real happiness can be built only by harmonizing your life with the will of God.,lucy malory,
"He who is not with Me is against Me; and he who does not gather with Me, scatters.",luke11:23,
"The heavens do not approve when we sin, and the earth does not approve when we are virtuous.",the talmud,
"Do not be interested in the quantity of people who respect and admire you, but in their quality. If bad people dislike you, so much the better.",lucius annaeus seneca,
"Human intellect is a divine lamp, and its light penetrates to the depth of things.",eastern wisdom,
"Two ways exist to guide human activity. One is to force a person to act against his wishes; the other is to guide a person’s wishes, to persuade him with reasoning. One is the way of violence: it is used by ignorant people, and it leads to complete disappointment. The other is supported by experience, and is always successful.",abraham comb,
"Without faith in God, you can force people to act, but you cannot convince them. You can become a tyrant, but not a teacher.",giuseppe mazzini,
"Eating a lot of meat can make your body stronger, but it weakens your mind.",plutarch,
"It is very important not to kill children’s natural taste by forcing them to become meat eaters, not only for their health, but for the sake of their character. We do not know the reason, but we know that people who eat a lot of meat are usually cruel.",jean jacques rousseau,
"Someone told me once that every person has an element of good and an element of bad within him, and that either the good or the bad can be manifested according to the person’s mood. We possess within us two different ways of understanding this world. One is the feeling of being divided, distanced, and alienated from each other; in this state, all things seem gloomy to us. We feel nothing except jealousy, indifference, and hatred. I would like to call the opposite way of understanding the understanding of universal unification. In this state, all people seem very close to us, and all are equal among themselves. This state, therefore, arouses compassion and love in us.",arthur schopenhauer,
"All people have the same origin, are bound by the same law, and were created for the same purpose.Therefore, we should have one faith, one purpose to our actions, one banner under which we live and fight.",giuseppe mazzini,
"We should always try to find those things which do not separate us from other people but which unite us. To work against each other, to be angry and turn your back on each other, is to work against nature.",marcus aurelius,
"The goodness which you do gives you pleasure, but not satisfaction. No matter how much goodness you do, you should wish to do more and more.",confucius,
"Christ was sent to this world to bring good news. This was his major work. But do they teach this thing in his name? He wanted to change slavery into freedom. Is this taught in his name? Were they fulfilled, the things which he wanted to fulfill? Did poor people hear the good news? Have the broken hearts been cured? Can the blind people see? Have all the shackles been taken from the prisoners? Are the inmates set free? No. Christ is still on his cross, waiting for his apostles. They should come as soon as possible, because the suffering is terrible, and his eyes are tired of looking to the east and waiting for the sunrise of the time of the lord.",f. robert de lamennais,
"Religion is true not because it was taught by the saints, but the saints taught it because it is true.",gotthold ephraim lessing,
"Some people seek goodness in power, others find it in science, others in dissipation. Those people who are really close to goodness understand that real goodness for one is when all people have this goodness and share it among themselves.",blaise pascal,
"Every desire abates, and every vice grows after it is satisfied.",henri amiel,
"Every new desire is the beginning of a new wish, the beginning of a new sadness.",voltaire,
"Pleasure, luxury—these things you call happiness, but I think that to wish nothing is the happiness of God, and when you wish to have only small things, then you make yourself closer to this divine and high happiness.",socrates,
Nature requires small things; the existing law requires many excessive things.,lucius annaeus seneca,
"Prayer is understood as an inner formal religious service, a service to ask and achieve some compassion for yourself from the higher force; this is a misconception. On the other hand, the desire of our heart to please God with all our actions—this is the spirit of real prayer which should always exist in us.",immanuel kant,
"But when ye pray, use not vain repetitions, as the heathen do: for they think that they shall be heard for their much speaking. Be not ye therefore like unto them: for your Father knoweth what things ye have need of, before ye ask him. After this manner therefore pray ye: Our Father which art in heaven, Hallowed be thy name….",matthew6:7-9,
"False science and false religion express their dogmas in highly elevated language to make simple people think that they are mysterious, important, and attractive. But this mysterious language is not a sign of wisdom. The wiser a person is, the simpler the language he uses to express his thoughts.",lucy malory,
"And this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil. For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved. But he that doeth truth cometh to the light, that his deeds may be made manifest, that they are wrought in God.",john3:19-21,
"Don’t be afraid of a person in any position, in low or high standing, whether he is a scholar or an ignorant person. If you respect all people, you should love all people, and fear no one.",william ellery channing,
The consequences of any good thing which you have done in your life will die as soon as you step aside from the truth. The high spirit which lives in you and which is united with you is looking all the time for good and evil.,manu,
"Truth can be understood only by waiting and watching, and when you get one truth, two more will appear before you.",john ruskin,
"Every single individual person, as well as all mankind together, will change, and will go on to higher stages without stopping in their development, the limit of which is God himself. And this time is coming.",f. robert de lamennais,
"No, the word of all-powerful God has not been told completely. And his thought has not been understood completely in all its depth. He created and he creates, and he will create, for many eternal centuries after us; this the human mind cannot embrace.",giuseppe mazzini,
"I am come to send fire on the earth; and what will I, if it be already kindled? Suppose ye that I am come to give peace on earth? I tell you, Nay; but rather division.","luke12:49, 51",
"If any would not work, neither should he eat.",ii thessalonians3:10,
"Nature does not stop in its development, and it executes all kinds of idleness.",johann wolfgang von goethe,
"There is only one law of life which is really precious: though you meet all the time with injustice, remain humble.",marcus aurelius,
"When you feel the desire for power, you should stay in solitude for some time.",henry david thoreau,
"The way to fame goes through the palaces, the way to happiness goes through the markets, the way to virtue goes through the deserts.",chinese proverb,
"Do not be proud, no matter what high position you occupy in life. In you and in me and in every other person lives the same God, the same life force; you look down on me in vain; we are all equal beings.",indian wisdom,
"I am filled with a great thought: that of the greatness of my soul, its unity with God. My soul is not united with God in submission, but through its ability to understand Him, and through Him, to be eternal.",henri amiel,
"We should hope that the day will come when all people perceive that the life of a man is great only in its service to his brothers, for he is united with them by God.",edward brown,
"Powerful forces are at work in this world. No one can stop them. We see their signs in a new understanding of religion, a new respect for people, a new feeling of brotherhood.",william ellery channing,
"You cannot sell your talent, your genius; as soon as you do, you are a prostitute. You can sell your work, but not your soul.",john ruskin,
Intolerant and power-hungry priests and pastors bring about the negation of religion.,william warburton,
"Unbelievers can be equally intolerant as those who believe with crude, primitive understanding.",jean france duclos,
"Believe in God, serve Him, but don’t try to understand His essence. You will get nothing from your painful efforts except disappointment and fatigue. Do not even strive to find out whether he exists or not, just serve him as if he does, as if he is present everywhere. Nothing else is necessary.",philemon,
No one except God comprehends the secret of the great beginning; no one can step outside himself.,omar khayyam,
"The following words were carved on the bathroom of the king Jinx-Hang: “Renew yourself completely every day, and starting afresh, from the beginning.”",chinese wisdom,
"The journey of the wise to virtue is as a journey to a remote land, or the ascent of a high mountain. People who travel to a faraway place start with a single step, and those who climb a high mountain start from the bottom.",confucius,
"And Jesus said unto him, No man, having put his hand to the plow, and looking back, is fit for the kingdom of God.",luke9:62,
"Then came Peter to him, and said, Lord, how oft shall my brother sin against me, and I forgive him? till seven times?Jesus saith unto him, I say not unto thee, Until seven times: but, Until seventy times seven.",matthew18:21-22,
"The American Indians had no laws, no punishments, and no government. They obeyed the moral understanding of good and evil that is part of every human nature.",thomas jefferson,
People jump back and forth in pursuit of pleasures only because they see the emptiness of their lives more clearly than they do the emptiness of whichever new entertainment attracts them.,blaise pascal,
"Do not bother about what will happen someday, somewhere, in the far away distance, in a future time; think and be very attentive to what happens now, here, in this place.",john ruskin,
"At that time Jesus answered and said, I thank thee, O Father, Lord of heaven and earth, because thou hast hid these things from the wise and prudent, and hast revealed them unto babes. Even so, Father: for so it seemed good in thy sight.",matthew11:25-26,
"The world would be a terrible place without newborn children, who bring with them innocence, and the hope of man’s further perfection.",john ruskin,
"Childhood is blessed by heaven because it brings a piece of paradise into the cruelties of life. All these thousands of everyday births are fresh additions of innocence and purity, which fight against the end of mankind, and against our spoiled nature, and against our complete immersion into sin.",henri amiel,
"O Lord our Lord, how excellent is thy name in all the earth! who hast set thy glory above the heavens. Out of the mouth of babes and sucklings hast thou ordained strength because of thine enemies, that thou mightest still the enemy and the avenger.",psalms8:1-2,
"Science fulfills its purpose, not when it explains the reasons for the dark spots on the sun, but when it understands and explains the laws of our own life, and the consequences of violating these laws.",john ruskin,
"A Christian who does not know where he goes (John 3:8), or what is given to him by God (John 3:34), does not know his life’s real purpose.",fyodor strakhov,
"As our self-interest diminishes, our anxieties disappear, and then comes quiet and firm joy, which always diffuses us with a good spiritual disposition and a clear conscience. Every good deed helps to kindle this feeling of joy within us. The egoist feels lonely, surrounded by threatening and alien events; all his desires are sunk in his own concerns. A kind person lives in a world of beneficent events, whose goodness matches his own.",arthur schopenhauer,
"A person who lives only for the concerns of his body may become lost in the labyrinth of an animal and sensual life, while the soul will always find truth; it will find the way.",lucy malory,
"The love of great wealth commends you, “Bring me your soul as a sacrifice,” and people will do so.",saint john chrysostom,
Excessive dress prevents the body from moving freely. Excessive wealth interferes with the movements of our soul.,demosthenes,
"The desire for wealth can never be satisfied. Those who have it are excited by the wish to have more, and yet more.",marcus tullius cicero,
A wise man looks for everything inside of himself; a madman seeks for everything in others.,confucius,
"I never complain about my fate. Once, I did not have shoes, and I complained to God. I went into church with a heavy heart and in the church I saw a man without both feet. So I thanked God that he had given me both feet, and that my only problem was that they were unshod.",muslih-ud-din saadi,
"A wise man innately knows how to act without searching, because he has the divine within himself. The further you search and seek, the less you know.",lao-tzu,
"You should treat your thoughts the way you treat your self, and treat your wishes the way you treat your children.",chinese wisdom,
"A person is not created either to subdue others, or to follow the orders of others. People are corrupted by both ways of behavior. In the first they assume too much importance, in the second, too little respect. In both ways there is very little dignity.",victor considérant,
Our life would become wonderful if we could see all the disgusting things which exist in it.,henry david thoreau,
Subduing people through violence is never justice.,blaise pascal,
"He who depends on violence behaves wrongly. The maker of beautiful speeches is not wise, only he who is free from hatred and fear is truly wise.",buddhist wisdom,
"In real life illusions can only transform our life for a moment, but in the domain of thoughts and the intellect, misconceptions may be accepted as truth for thousands of years, and make a laughingstock of whole nations, mute the noble wishes of mankind, make slaves from people and lie to them. These misconceptions are the enemies with which the wisest men in the history of mankind try to struggle. The force of the truth is great, but its victory is difficult. However, once you receive this victory, it can never be taken from you.",arthur schopenhauer,
"Freeing a person from misconceptions, false truths, and lies does not take anything from him; it gives him something important.",arthur schopenhauer,
Disbelief is not when a person believes or does not believe in something. It is when he prophesies those things in which he does not believe.,harriet martineau,
"A wise man has doubts even in his best moments. Real truth is always accompanied by hesitations. If I could not hesitate, I could not believe.",henry david thoreau,
"You cannot say that the existing laws regarding the possession of land are lawful. Violence, crime, and power have their source in these laws.",herbert spencer,
"Private ownership of land came to be, not out of any natural relationships between people, but through robbery.",henry george,
"The divine spark lives in all of us, and perpetually strives toward its origin.",lucius annaeus seneca,
"When you see that everything around you is impermanent, then you will perceive other, permanent and eternal things.","dhammapada, a book of buddhist wisdom",
"You cannot see the soul, but only the soul can truly see the essence of things.",the talmud,
I call spirit that part of man which has independent existence and gives us the understanding of life.,marcus aurelius,
"Religious disbelief and neglect is a great evil, but prejudice and lies are even worse.",plutarchus,
"Life is short. Do not forget about the most important things in our life, living for other people and doing good for them.",marcus aurelius,
"The Son of man came not to be ministered unto, but to minister, and to give his life as a ransom for many.",matthew20:28,
"Bad things are easy to do, good things are done only with work and effort.","dhammapada, a book of buddhist wisdom",
"Enter by the narrow gate; for the gate is wide, and the way is broad that leads to destruction, and many are those who enter by it. For the gate is small, and the way is narrow that leads to life, and few are those who find it.",matthew7:13-14,
"The way to true knowledge does not go through soft grass covered with flowers. To find it, a person must climb steep mountains.",john ruskin,
Look for the truth; it wants to be found.,blaise pascal,
Work toward the purification of your thoughts. Without bad thoughts you will be incapable of bad deeds.,confucius,
"We cannot prevent birds from flying over our heads, but we can keep them from making nests on top of our heads. Similarly, bad thoughts sometimes appear in our mind, but we can choose whether we allow them to live there, to create a nest for themselves, and to breed evil deeds.",martin luther,
"It is a sin, not only to do bad things, but even to think about bad things.",zoroaster,
"The soul does not live in the body as in a house, but as in a tent, a place of temporary dwelling.",indian wisdom,
"Who brought me into this world? According to whose command do I find myself at this exact place, during this particular time? Life is the remembrance of a very short day we spent visiting this world.",blaise pascal,
"Mortal people cannot live long; we have only a few moments. But our soul does not age. It believes in eternal things, and it will live for all eternity.",toriclidis,
"Socrates did not have the weakness of many scholars, the desire to know about all possible things, to learn the origins and explanations of things—what the Sophists call “the nature of things”—and to uncover the origins of the celestial bodies. Socrates said, “Is it true that people are so concerned with these earthly things? People wrongly think that they should know everything. They think that they can despise the most necessary and important fields of knowledge, and penetrate the mysteries that do not belong to us.”",xenophon,
"Not only is real science not hostile to religion, in fact real science always supports it.",john ruskin,
"Knowledge is limitless, and the most scholarly and educated person is as far from true knowledge as an uneducated peasant.",john ruskin,
"We cannot imagine the scope of our ignorance, just as a blind man cannot imagine darkness until he can see.",immanuel kant,
"What nature of struggle for existence or kind of madness forces you to shed blood with your hands in order to eat animals? Why do this, if you have all the comforts of life?",plutarch,
It is not enough to be a hardworking person. Think: what do you work at?,henry david thoreau,
"All the world is subject to one law, and all thinking beings have the same basic intellect. Therefore, all wise men share the same idea of perfection.",marcus aurelius,
"The more I dedicate my time to two things, the more they fill my life with ever-increasing pleasure. The first is the sky above me, and the second is the moral law within me.",immanuel kant,
"Therefore all things whatsoever ye would that men should do to you, do ye even so to them: for this is the law and the prophets.",matthew7:12,
"If you want to blame me, you should not be with me. You should be inside me.",adam mickiewicz,
"Our greatest imperfections are in our inner vision. We are so shortsighted that we cannot see bad things in others, but we cannot find bad things in ourselves as well.",edward brown,
"You should be brave enough to use your own intellect, in life and in your education.",immanuel kant,
"Is there anything more absurd than a person having a right to kill me because we live on two opposite banks of the river, and our kings quarrel with each other?",blaise pascal,
The time will come when people will understand the stupidities of war.,charles riche,
European countries have about four million people serving in the army. Two thirds of their budget are spent on military spending.,gustave de molinari,
"In the important questions of life, we are always alone. Our deepest inner thoughts cannot be understood by others. The best part of the drama that goes on deep in our soul is a monologue, or, better to say, a very sincere conversation between God, our conscience, and ourself.",henri amiel,
You should study more to understand that you know little.,michel de montaigne,
Never be ashamed to admit what you do not know.,arabic proverb,
"Put everything to the test, holdfast to that which is good.",i thessalonians5:21,
It is difficult if not impossible to find some reasonable limit for acquiring more and more property.,arthur schopenhauer,
"You should acquire the kind of wealth which cannot be stolen from you by thieves, which people in power cannot take from you, which will stay with you even after your death, never diminishing and never disappearing. This wealth is your soul.",indian proverb,
"A holy person lives in the world, but he is concerned most of all about his attitude to people. He can feel all people, and he can sense all people, and all people turn their ears and eyes to him.",lao-tzu,
"Without love nothing can bring you goodness, and every action inspired with love, even if it seems small and unimportant, will bring you some fruits afterward.",the book ofdivinethoughts,
Religion is the highest form of love.,theodore parker,
What is not clear should be cleared up. What is not easy to do should be done with great persistence.,confucius,
"We suffer from our vices, and try to struggle with them, and the reason for this struggle is that we are not perfect. But our salvation is in this struggle with vices, and if God were to take away our ability to fight our vices, then we would be left with them forever.",blaise pascal,
Illnesses of the mind are much more dangerous than illnesses of the body.,marcus tullius cicero,
"Let us think about God, remember Him, and talk to Him as often as we can.",epictetus,
God is not an idol; he is an ideal which we should strive for in our everyday life.,lucy mallory,
"All beginnings are mysteries, the mystery of creation.",henri amiel,
"Contemporary science cannot teach you about God and His virtues. The sciences cannot make you virtuous, but they help you on your way.",lucius annaeus seneca,
"That which is born of the flesh is flesh; and that which is born of the Spirit is spirit.Marvel not that I said unto thee, Ye must be born again. The wind bloweth where it listeth, and thou hearest the sound thereof, but canst not tell whence it cometh, and whither it goeth: so is every one that is born of the Spirit.",john3:6-8,
The souls of wise people look to the future state of their existence; all of their thoughts are concentrated toward eternity.,marcus tullius cicero,
There is not a single soul that can be good without God.,lucius annaeus seneca,
"Any departure from accepted traditions and customs requires a large and serious effort, but true understanding of new things always requires such an effort.",lucy malory,
"You should behave as you think is good, but not following the advice of the crowd.",ralph waldo emerson,
"In those countries where wise people are in power, their subjects do not notice the existence of their rulers.",lao-tzu,
"If your tongue speaks good, there is nothing better in the world; if your tongue speaks evil, there is nothing worse.",the talmud,
"I have spent all my life amongst wise people, and I found nothing better than silence in this world. If a word costs one coin, then silence costs two. Silence suits clever people, and it suits wise people even more.",the talmud,
Let your tongue become accustomed to the words “I do not know.”,eastern wisdom,
"God is close to us he is with us: the divine spirit is inside of us. If he were not, the power to be good would be beyond our reach. A person cannot be good without God.",lucius annaeus seneca,
"Then Jesus said unto them, Yet a little while is the light with you. Walk while ye have the light, lest darkness come upon you: for he that walketh in darkness knoweth not whither he goeth.",john12:35,
"Everyone knows that our habits are improved and strengthened through their exercise. In order to be a good walker, you need to walk a lot; in order to be a strong runner, you need to run frequently; in order to be a perceptive reader, you ought to read as much as you can. The same is true of your soul: if you become angry, you must know that you not only perform evil, but you also create an evil habit, and you increase your potential for further evil.",epictetus,
"Woe to the people who look without understanding, who do not know their foundations.",the talmud,
"Every bird always knows where to make her nest. And if she knows how and where to make her nest, this means that she knows her purpose in life. And why does man, who is the wisest among all creatures, not know that which any bird knows, that is, his purpose in life?",chinese wisdom,
"The life of man is filled with intellect only when the fulfillment of your duty is understood. We all know for sure that death waits for us. We do not know when, just as we do not know where we came from.",henry george,
"Virtue is a service which a person should do for himself. If there were no heaven and no God who ruled this world, even then virtue would be the necessary law of life.",indian wisdom,
People with great and wonderful souls are always quiet and happy. Those people who do not have spirituality are always unhappy.,chinese proverb,
Do not be concerned too much with what will happen. Everything which happens will be good and useful for you.,epictetus,
A person will understand his place in the world only when he understands his soul.,chinese wisdom,
"The human soul, not by itself, but by some power, is pushed closer and closer to truth and goodness, and the better we understand this, the more humble we will be.",marcus aurelius,
"Conscience is the real judge between good and bad, conscience is what makes a person similar to God, and conscience is the greatest advantage of human nature. Without conscience there would be nothing that would raise us above the animals, and people would move from one lie to another.",jean jacques rousseau,
"The purpose of your life is not to do as the majority does, but to live according to the inner law which you understand in yourself. Do not act against your conscience or against truth. Live like this, and you will fulfill the task of your life.",marcus aurelius,
"Compassion expressed in response to rage is the same as water for fire. When you are in a rage, try to feel compassion for the other person, and then your rage will disappear.",arthur schopenhauer,
"You hide from your misfortunes. But if you knew what other people suffered, then you would not complain about your own.",solon,
"A king asked a holy man, “Do you remember about me?” The holy man answered, “Yes, I think about you, when I forget about God.”",muslih-ud-din saadi,
We fulfill the law of God when we feel the lives of others as our own life.,giuseppe mazzini,
The second things are much more important than the first.,françois fénelon,
"A person understands himself not through thoughts, but with actions. It is only through making an effort that a person will understand his worth.",johann wolfgang von goethe,
Do not believe that in religion you cannot trust your intellect. The force of our intellect must support the foundations of every real faith.,william ellery channing,
"If God, the object of our faith, is higher than our understanding, and if you do not understand Him, it does not mean that you should not use your intellect trying to understand Him.",fyodor strakhov,
"While ye have light, believe in the light, that ye may be the children of light. These things spake Jesus, and departed, and did hide himself from them.",john12:36,
"Pain is the necessary condition of our body, and suffering is the necessary condition of our spiritual life, from birth to death.",marcus aurelius,
"You should welcome everything which happens to you from birth to death, because the existence and the purpose of the world is in these cases.",marcus aurelius,
Only in the storm can you see the art of the real sailor; only on the battlefield can you see the bravery of a soldier. The courage of a simple person can be seen in how he copes with the difficult and dangerous situations in life.,daniel achinsky,
Those who are not afraid of truly terrible things follow false examples and those people follow the path to destruction.,"dhammapada, a book of buddhist wisdom",
People say that God created mankind after his image. This means that man created God after his image.,george lichtenberg,
"If we believe in the things we were taught, there is goodness and evil at the same time.",henry george,
"And the apostles said unto the Lord, Increase our faith. And the Lord said, If ye had faith as a grain of mustard seed, ye might say unto this sycamine tree, Be thou plucked up by the root, and be thou planted in the sea; and it should obey you. But which of you, having a servant plowing or feeding cattle, will say unto him by and by, when he is come from the field, Go and sit down to meat? And will not rather say unto him, Make ready wherewith I may sup, and gird thyself, and serve me, till I have eaten and drunken; and afterward thou shalt eat and drink? Doth he thank that servant because he did the things that were commanded him? I trow not. So likewise ye, when ye shall have done all those things which are commanded you, say, We are unprofitable servants: we have done that which was our duty to do.",luke17:5-10,
Truly kind people forget the good things they have done in the past. They are so involved in the things they do now that they forget the things they have done before.,chinese wisdom,
"The better a person knows himself, the smaller and less significant he seems to himself and the higher he elevates himself toward God.",thomas à kempis,
"We are not satisfied with our real life. We want to live an imaginary life, a life in which we seem different in the eyes of other people than we are in reality.",blaise pascal,
Those human laws are good which are based on the law of God. Those human laws are bad which contradict the laws of God; we should change these laws.,giuseppe mazzini,
"You should abstain from arguments. They are very illogical ways to convince people. Opinions are like nails: the stronger you hit them, the deeper inside they go.",decimus junius juvenalis,
"If you live alone, think about your own sins; if you are in society, forget about the sins of others.",chinese wisdom,
"In order that a lamp can give good light, you should put it in a place protected from the wind. If the light is in the wind, then it will leave long, trembling shadows. So too will bad thoughts drop shadows on the white surface of your soul.",indian wisdom,
Establish your purpose when you are alone and without temptations.,jeremy bentham,
Meditation is the way to eternity; lightheartedness is the way to death. Those who meditate never die; those who are lighthearted remind me of death.,buddhist wisdom,
"Be strict to yourself and forgive others, and then you will have no enemies.",chinesewisdom,
"I cannot stop thinking that I was dead before I was born, and at my death I will return to the same state.",george lichtenberg,
"I do not regret that I was born here and that I lived part of my life here, because I lived in a way that I think was useful. When the end comes, I will leave my life in the same way, as if I leave an inn and not my home, because I think that my stay in this life is temporary and that death is only a transfer to another state.",marcus tullius cicero,
"Even if I err in saying that the soul is eternal, nevertheless I am happy that I made this mistake. And while I am alive, not a single person can take away this assurance which gives me complete calmness and great satisfaction.",marcus tullius cicero,
"The question is whether the intellectual one, without the heart, can understand God. The truth is that if our heart understands God our intellect will then start to seek Him.",george lichtenberg,
The basic foundation of the understanding of God is inside of us.,william ellery channing,
"Those who do not hate their own selfishness, their placing of themselves higher than the rest of the world, are blind, because this action contradicts the truth.",blaise pascal,
"The lighter and less dense a substance is, the less space it occupies. The qualities which a proud person attributes to himself can be compared to this.",eastern wisdom,
"In 1682, a Dr. Leyton, a respected citizen of England who wrote a book criticizing a bishop, was put on trial and severely punished. First he was harshly beaten, then one ear was cut away. After several days he was beaten again, though the injuries on his back had not healed; then they cut off his second ear, and tore off his nose. This was done in the name of Christianity.",randall thomas davidson,
"Christ never founded any church, never created any state, never passed any law, never established any government or other authority. He wanted to put the law of God into the hearts of people, to make them self-governed.",herbert newton,
My intellect teaches me that land cannot be sold.,blackhawk,
The land shall not be sold for ever: for the land is mine; for ye are strangers and sojourners with me.,leviticus25:23,
"To be honest, the earth has two masters: the first is almighty God and the second are his sons; all the people who have worked and will work on it.",thomas carlyle,
"All people, from the first, and without any judicial act, should possess the earth. They should be able to live where nature and chance have brought them.",immanuel kant,
A person should always develop his ability to do goodness. Make yourself better; this should be every person’s goal.,immanuel kant,
"The first rule of achieving goodness is this: think only about self-perfection, and do so without thought to being praised by others.",chinese wisdom,
He who moves from doing bad deeds to doing good deeds enlightens this world like the moon coming out from behind the clouds. This is the best thing in the world; this is the first step toward divinity.,"dhammapada, a book of buddhist wisdom",
"Your will is not good until you have changed the habits of your intellect, and they will improve only when they follow the eternal laws of life.",lucius annaeus seneca,
Only those who have real knowledge know what to do.,indianwisdom,
"Wherever your heart is, there will be your treasure. The heart of a person whose major treasure is wealth is buried in filth.",saint john chrysostom,
"Why should a person be rich? Why should he have expensive horses, rich clothes, wonderful rooms, and the leisure to visit public places of entertainment? Because he does not have enough thoughts to accompany his intellect. Give this person the inner work of his intellect, and he will be happier than the richest man.",ralph waldo emerson,
"There is only one true religion, though there are many different faiths.",immanuel kant,
"It is only faith which creates the powerful convictions, the energy, and the unity which can cure society.",giuseppe mazzini,
Be attentive to the present. Only in the present time can we understand eternity.,johann wolfgang von goethe,
"Use your body, your vessel, today; tomorrow it can be broken.",the talmud,
"Life alone is not good. Goodness exists only in a proper, virtuous life.",lucius annaeus seneca,
"It is not a virtue, but a kind of deceitful similitude, to fulfill our duty for the purpose of its reward.",marcus tullius cicero,
"I call this life a happy one in which I do one good deed after another, with no intervals between them.",marcus aurelius,
"If in the morning a person wants to do evil unto others, evil will return to him by nightfall.",indian wisdom,
"The evildoer harms himself first, before he harms others.",saint augustine,
Every man becomes what he teaches others to be. Those who gain victory over themselves will gain victory over others. It is most difficult to achieve victory over oneself. Every man has power only over himself.,"dhammapada, a book of buddhist wisdom",
"But beware of men: for they will deliver you up to the councils, and they will scourge you in their synagogues; And ye shall be brought before governors and kings for my sake, for a testimony against them and the Gentiles. But when they deliver you up, take no thought how or what ye shall speak: for it shall be given you in that same hour what ye shall speak. For it is not ye that speak, but the Spirit of your Father which speaketh in you.",matthew10:17-20,
"Right cannot be defeated, because it is done not by your will but according to the eternal laws of God.",thomas carlyle,
"Every time you wake up and ask yourself, “What good things am I going to do today?” remember that, when the sun goes down at sunset, it will take a part of your life with it.",indian proverb,
"The virtue of a person is measured not by his outstanding efforts, but by his everyday behavior.",blaise pascal,
It is as wrong for one person to rule many as it is for many to rule one.,vladimir chertkov,
"What is truth? For the majority of people, truth is the majority of counted votes.",thomas carlyle,
"When I sit on the seashore and listen to the waves beating on the sand, I feel free from any obligation, and I think that all the people of the world can change their constitutions without me.",henry david thoreau,
Do not think that you are generous because you give your excess wealth to a poor person. Real generosity requires that you give this person a place in your heart.,the book ofdivinethoughts,
"You should be truthful; you should avoid wrath; you should give to those who ask, because they ask for small things. You will become holier by following these three paths.","dhammapada, a book of buddhist wisdom",
"With humbleness, kindness, and self-sacrifice, you will take the weapon from any enemy. Any fire dies if there is insufficient wood.",buddhist wisdom,
"People of planet Earth are on a very low level of development. Every day in the newspapers you read the news about military treaties, about the preparations for war, for mass manslaughter. People do not understand that the life of each man is his own personal private property.",camille flammarion,
Beware of those who want to convince you that it is impossible to strive for good just because it is impossible to reach perfection.,john ruskin,
